Rank,Title,Type,Premiere,Genre,Watchtime_M
1796,Open Season,Movie,2006.0,Animation,11.6
1797,Operation Finale,Movie,2018.0,Drama,11.6
1800,7 donne e un mistero,Movie,2021.0,Comedy,11.6
1803,Whindersson Nunes: Preaching to the Choir,Movie,2023.0,Stand-Up,11.5
1807,Diary of a Mad Black Woman,Movie,2005.0,Comedy,11.5
1809,Ghost Rider,Movie,2007.0,Superhero,11.5
1810,Grease,Movie,1978.0,Musical,11.5
1813,Leap Year,Movie,2010.0,Romance,11.5
1816,Mean Girls,Movie,2004.0,Comedy,11.5
1819,Esposa de Aluguel,Movie,2022.0,Comedy,11.5
1822,The Curse of Bridge Hollow,Movie,2022.0,Horror,11.5
1823,The Do-Over,Movie,2016.0,Comedy,11.5
1827,American Assassin,Movie,2017.0,Action,11.4
1830,Colors of Love,Movie,2021.0,Romance,11.4
1836,The Benchwarmers,Movie,2006.0,Comedy,11.4
1838,The Grudge,Movie,2019.0,Horror,11.4
1839,The Kings of the World,Movie,2022.0,Adventure,11.4
1842,Xtreme,Movie,2021.0,Thriller,11.4
1844,13 Going On 30,Movie,2004.0,Comedy,11.3
1851,Sicario,Movie,2015.0,Crime,11.3
1852,Stromboli,Movie,2022.0,Drama,11.3
1854,The Lost World: Jurassic Park,Movie,1997.0,Science Fiction,11.3
1855,The Royal Treatment,Movie,2022.0,Romance,11.3
1858,Gatta Kusthi,Movie,2022.0,Drama,11.2
1860,Rogue City,Movie,2020.0,Crime,11.2
1871,21,Movie,2008.0,Crime,11.1
1875,Confidential Assignment 2: International,Movie,2022.0,Action,11.1
1876,End of the Road,Movie,2022.0,Crime,11.1
1878,Morbius,Movie,2022.0,Superhero,11.1
1879,The Core,Movie,2003.0,Science Fiction,11.1
1880,The Hard Way,Movie,2019.0,Action,11.1
1881,The Lord of the Rings: The Return of the King,Movie,2003.0,Fantasy,11.1
1891,Victim/Suspect,Movie,2023.0,Documentary,11.0
1897,Southpaw,Movie,2015.0,Sports,11.0
1904,1408,Movie,2007.0,Horror,11.0
1906,The Wonder Weeks,Movie,2023.0,Comedy,11.0
1911,"Me Gusta, Pero me Asusta",Movie,2017.0,Comedy,10.9
1912,Lewis Capaldi: How I'm Feeling Now,Movie,2023.0,Documentary,10.9
1914,Peter Pan,Movie,2003.0,Fantasy,10.9
1915,Tall Girl 2,Movie,2022.0,Comedy,10.9
1922,Jurassic World Camp Cretaceous: Hidden Adventure,Movie,2022.0,Animation,10.8
1925,Texas Chainsaw Massacre,Movie,2022.0,Horror,10.8
1926,The Noel Diary,Movie,2022.0,Romance,10.8
1927,Wind River,Movie,2017.0,Crime,10.8
1930,Spider-Man: No Way Home,Movie,2021.0,Superhero,10.7
1931,Spoiled Brats,Movie,2021.0,Comedy,10.7
1932,#Alive,Movie,2020.0,Horror,10.7
1933,The Perfect Date,Movie,2019.0,Comedy,10.7
1944,Forever My Girl,Movie,2018.0,Comedy,10.7
1945,Furies,Movie,2022.0,Action,10.7
1947,Black Hawk Down,Movie,2001.0,War,10.6
1948,Jurassic Park III,Movie,2001.0,Science Fiction,10.6
1953,Stepmom,Movie,1998.0,Drama,10.6
1956,The Pursuit of Happyness,Movie,2006.0,Drama,10.6
1958,Marmaduke,Movie,2022.0,Animation,10.5
1959,Sky High,Movie,2020.0,Thriller,10.5
1961,Tall Girl,Movie,2019.0,Comedy,10.5
1962,The Boy in the Striped Pajamas,Movie,2008.0,Drama,10.5
1963,The Boy Who Harnessed the Wind,Movie,2019.0,Drama,10.5
1964,The Huntsman: Winter's War,Movie,2016.0,Fantasy,10.5
1965,The In Between,Movie,2022.0,Romance,10.5
1966,Thunivu,Movie,2023.0,Action,10.5
1968,Warcraft,Movie,2016.0,Fantasy,10.5
1969,What Happens in Vegas,Movie,2008.0,Romance,10.5
1970,Zombieland,Movie,2009.0,Comedy,10.5
1975,Magic Mike XXL,Movie,2015.0,Comedy,10.4
1978,Run,Movie,2021.0,Thriller,10.4
1980,Spider-Man 2,Movie,2004.0,Superhero,10.4
1981,Stillwater,Movie,2021.0,Crime,10.4
1982,The Informer,Movie,2019.0,Crime,10.4
1985,I am Vengeance,Movie,2017.0,Action,10.4
1987,Work It,Movie,2020.0,Comedy,10.4
1990,Brazen,Movie,2022.0,Crime,10.4
1998,That's Amor,Movie,2022.0,Comedy,10.3
1999,Thunder Force,Movie,2021.0,Comedy,10.3
2000,Wild Is the Wind,Movie,2022.0,Drama,10.3
2003,Faster,Movie,2010.0,Thriller,10.3
2008,El padrino: The Latin Godfather,Movie,2004.0,Thriller,10.2
2017,Waltair Veerayya,Movie,2023.0,Action,10.2
2024,Now You See Me,Movie,2013.0,Crime,10.2
2025,Rim of the World,Movie,2019.0,Science Fiction,10.2
2027,The Godfather: Part II,Movie,1974.0,Drama,10.2
2029,Animal Crackers,Movie,2018.0,Animation,10.1
2031,Curve,Movie,2015.0,Thriller,10.1
2033,How to Lose a Guy in 10 Days,Movie,2003.0,Romance,10.1
2034,I Am All Girls,Movie,2021.0,Thriller,10.1
2041,Shutter Island,Movie,2010.0,Thriller,10.1
2042,The Ballad of Buster Scruggs,Movie,2018.0,Western,10.1
2043,Top Gun,Movie,1986.0,Action,10.1
2046,Last Seen Alive,Movie,2022.0,Thriller,10.0
2052,The 5th Wave,Movie,2016.0,Science Fiction,10.0
2053,The Company Men,Movie,2010.0,Drama,10.0
2061,Bill Russell: Legend,Movie,2023.0,Documentary,9.9
2063,Falling Inn Love,Movie,2019.0,Romance,9.9
2069,Olympus Has Fallen,Movie,2013.0,Action,9.9
2071,Pinkfong Sing-Along Movie 2: Wonderstar Concert,Movie,2022.0,Animation,9.9
2074,The Founder,Movie,2017.0,Drama,9.9
2075,The Last Witch Hunter,Movie,2015.0,Fantasy,9.9
2076,The Unholy,Movie,2021.0,Horror,9.9
2079,Barbie: Princess Charm School,Movie,2011.0,Animation,9.8
2085,Homefront,Movie,2013.0,Action,9.8
2088,Once Upon a Time… in Hollywood,Movie,2019.0,Crime,9.8
2094,The Ice Road,Movie,2021.0,Thriller,9.8
2095,Unbroken,Movie,2014.0,Biography,9.8
2153,Major Grom: Plague Doctor,Movie,2021.0,Action,9.4
2154,Rich in Love 2,Movie,2023.0,Comedy,9.4
2155,Split,Movie,2016.0,Drama,9.4
2162,To Leslie,Movie,2022.0,Drama,9.4
2163,Wedding Season,Movie,2022.0,Comedy,9.3
2164,Wonder Park,Movie,2019.0,Animation,9.3
2170,Next Day Air,Movie,2009.0,Crime,9.3
2172,Ponyo,Movie,2008.0,Animation,9.3
2174,The Best of Me,Movie,2014.0,Romance,9.3
2176,The F**k-It List,Movie,2020.0,Comedy,9.3
2180,Bee Movie,Movie,2007.0,Animation,9.2
2183,Double XL,Movie,2022.0,Comedy,9.2
2185,Escape Plan,Movie,2013.0,Action,9.2
2192,Legion,Movie,2010.0,Horror,9.2
2197,Pride & Prejudice,Movie,2005.0,Romance,9.2
2198,Rescued by Ruby,Movie,2022.0,Drama,9.2
2203,The Pledge,Movie,2001.0,Crime,9.2
2205,The Weekend Away,Movie,2022.0,Thriller,9.2
2211,Burnt,Movie,2015.0,Comedy,9.1
2213,Deadly Illusions,Movie,2021.0,Thriller,9.1
2218,Oh Belinda,Movie,2023.0,Comedy,9.1
2222,The Forever Purge,Movie,2021.0,Horror,9.1
2225,The Stepfather,Movie,2009.0,Horror,9.1
2226,The Wedding Ringer,Movie,2015.0,Comedy,9.1
2227,The Wolf of Wall Street,Movie,2013.0,Drama,9.1
2228,Twins,Movie,1988.0,Comedy,9.1
2229,Warriors of Future,Movie,2022.0,Science Fiction,9.1
2232,Annihilation,Movie,2018.0,Science Fiction,9.0
2236,Boyz n the Hood,Movie,1991.0,Crime,9.0
2237,Extinct,Movie,2021.0,Animation,9.0
2241,News of the World,Movie,2021.0,Western,9.0
2242,Red Dragon,Movie,2002.0,Horror,9.0
2243,Vaathi,Movie,2023.0,Comedy,9.0
2247,Barbershop 2: Back in Business,Movie,2004.0,Comedy,8.9
2248,Bigfoot Family,Movie,2020.0,Animation,8.9
2249,Clifford the Big Red Dog,Movie,2021.0,Adventure,8.9
2256,Lost Girls,Movie,2020.0,Thriller,8.9
2258,Mile 22,Movie,2018.0,Action,8.9
2259,Mr. Peabody & Sherman,Movie,2014.0,Animation,8.9
2262,Pitch Perfect 3,Movie,2017.0,Musical,8.9
2263,Primal Fear,Movie,1996.0,Crime,8.9
2266,The Accountant,Movie,2016.0,Thriller,8.9
2268,The Meg,Movie,2018.0,Horror,8.9
2279,Next Gen,Movie,2018.0,Animation,8.8
2281,Sniper: Assassin's End,Movie,2020.0,Action,8.8
2283,The Last Airbender,Movie,2010.0,Fantasy,8.8
2289,Zookeeper,Movie,2011.0,Comedy,8.8
2292,American Pickers,Movie,2010.0,Documentary,8.8
2293,Blackhat,Movie,2015.0,Thriller,8.8
2294,Dracula Untold,Movie,2014.0,Horror,8.8
2295,El Infierno,Movie,2010.0,Comedy,8.8
2299,1922,Movie,2017.0,Horror,8.7
2303,Hold the Dark,Movie,2018.0,Thriller,8.7
2306,Knowing,Movie,2009.0,Science Fiction,8.7
2311,Monster Hunter,Movie,2020.0,Science Fiction,8.7
2314,S.W.A.T.: Firefight,Movie,2011.0,Action,8.7
2316,The Change-Up,Movie,2011.0,Comedy,8.7
2324,Four Good Days,Movie,2021.0,Drama,8.6
2325,Funny People,Movie,2009.0,Drama,8.6
2334,The Expendables 3,Movie,2014.0,Action,8.6
2335,The Interview,Movie,2014.0,Comedy,8.6
2336,The Other Guys,Movie,2010.0,Action,8.6
2337,The Stranger,Movie,2022.0,Crime,8.6
2338,Trollhunters: Rise of the Titans,Movie,2021.0,Animation,8.6
2340,Vadh,Movie,2022.0,Crime,8.6
2341,Van Helsing,Movie,2004.0,Fantasy,8.6
2345,Blonde,Movie,2022.0,Biography,8.6
2349,Around the World in 80 Days,Movie,2004.0,Adventure,8.5
2353,Emily the Criminal,Movie,2022.0,Crime,8.5
2354,Just Like Heaven,Movie,2005.0,Comedy,8.5
2361,Night Teeth,Movie,2021.0,Horror,8.5
2363,Peter Rabbit,Movie,2018.0,Adventure,8.5
2365,Risen,Movie,2016.0,Drama,8.5
2366,Sand Castle,Movie,2017.0,War,8.5
2369,The Christmas Chronicles: Part Two,Movie,2020.0,Comedy,8.5
2370,The Devil All the Time,Movie,2020.0,Drama,8.5
2371,The Lodge,Movie,2019.0,Horror,8.5
2374,Tower Heist,Movie,2011.0,Crime,8.5
2376,10 Minutes Gone,Movie,2019.0,Thriller,8.4
2378,Angels & Demons,Movie,2009.0,Adventure,8.4
2380,"Big Mommas: Like Father, Like Son",Movie,2011.0,Comedy,8.4
2386,Kick-Ass 2,Movie,2013.0,Superhero,8.4
2390,No Limit,Movie,2022.0,Drama,8.4
2393,Rocky,Movie,1976.0,Drama,8.4
2395,The Da Vinci Code,Movie,2006.0,Adventure,8.4
2403,Outlaw King,Movie,2018.0,History,8.3
2404,Paddington,Movie,2014.0,Adventure,8.3
2406,Resort to Love,Movie,2021.0,Comedy,8.3
2411,The Hitman's Bodyguard,Movie,2017.0,Action,8.3
2412,The Midnight Sky,Movie,2020.0,Science Fiction,8.3
2416,Bert Kreischer: Razzle Dazzle,Movie,2023.0,Stand-Up,8.3
2419,Aftermath,Movie,2021.0,Drama,8.2
2420,Assassin's Creed,Movie,2016.0,Science Fiction,8.2
2427,Longest Third Date,Movie,2023.0,Documentary,8.2
2428,Lost Bullet,Movie,2020.0,Crime,8.2
2434,Ride Along 2,Movie,2016.0,Comedy,8.2
2440,The Secret: Dare to Dream,Movie,2020.0,Drama,8.2
2441,The Starling,Movie,2021.0,Drama,8.2
2442,The Wedding Date,Movie,2005.0,Comedy,8.2
2444,We Lost Our Human,Movie,2023.0,Animation,8.2
2446,A Walk Among the Tombstones,Movie,2014.0,Action,8.1
2448,City of God,Movie,2002.0,Crime,8.1
2449,Elite Squad,Movie,2007.0,Action,8.1
2450,Escape Room: Tournament of Champions,Movie,2021.0,Thriller,8.1
2452,"Game Over, Man!",Movie,2018.0,Comedy,8.1
2455,I Now Pronounce You Chuck & Larry,Movie,2007.0,Comedy,8.1
2458,Like Father,Movie,2018.0,Comedy,8.1
2460,Miracles from Heaven,Movie,2016.0,Drama,8.1
2464,My Neighbor Totoro,Movie,1988.0,Animation,8.1
2465,No One Gets Out Alive,Movie,2021.0,Horror,8.1
2466,Notting Hill,Movie,1999.0,Romance,8.1
2469,Security,Movie,2017.0,Action,8.1
2473,The Soccer Football Movie,Movie,2022.0,Animation,8.1
2474,The Wedding Year,Movie,2019.0,Comedy,8.1
2475,There Will Be Blood,Movie,2007.0,Drama,8.1
2476,Thunivu,Movie,2023.0,Action,8.1
2477,Toscana,Movie,2022.0,Comedy,8.1
2478,The Blind Side,Movie,2009.0,Drama,8.0
2484,Addicted,Movie,2014.0,Drama,8.0
2486,Charlie's Angels,Movie,2019.0,Action,8.0
2488,Chicken Run,Movie,2000.0,Animation,8.0
2499,Otherhood,Movie,2019.0,Comedy,8.0
2501,Restless,Movie,2022.0,Action,8.0
2504,Secret Obsession,Movie,2019.0,Thriller,8.0
2507,Arrival,Movie,2016.0,Science Fiction,7.9
2508,Clueless,Movie,1995.0,Romance,7.9
2512,Extinction,Movie,2015.0,Science Fiction,7.9
2513,Father Stu,Movie,2022.0,Biography,7.9
2517,In Good Hands,Movie,2022.0,Comedy,7.9
2519,Megamind,Movie,2010.0,Animation,7.9
2520,Salt,Movie,2010.0,Action,7.9
2526,Mixed by Erry,Movie,2023.0,Comedy,7.8
2529,Safe House,Movie,2012.0,Thriller,7.8
2530,Shaft,Movie,2019.0,Action,7.8
2534,The Main Event,Movie,2020.0,Comedy,7.8
2535,Train to Busan,Movie,2016.0,Horror,7.8
2537,Yara,Movie,2021.0,Crime,7.8
2539,Above Suspicion,Movie,2021.0,Thriller,7.8
2540,Always Be My Maybe,Movie,2019.0,Romance,7.8
2544,Captain Phillips,Movie,2013.0,Thriller,7.8
2546,Faraaz,Movie,2023.0,Action,7.8
2547,Fear Street: 1994,Movie,2021.0,Horror,7.8
2548,Good Will Hunting,Movie,1997.0,Drama,7.8
2550,Hellhole,Movie,2022.0,Thriller,7.8
2551,Hereditary,Movie,2018.0,Horror,7.8
2552,Leon: The Professional,Movie,1994.0,Action,7.8
2554,Afterlife of the Party,Movie,2021.0,Comedy,7.7
2555,Black and Blue,Movie,2019.0,Action,7.7
2559,Go Karts!,Movie,2020.0,Adventure,7.7
2561,I Care a Lot,Movie,2021.0,Thriller,7.7
2562,Jerry Maguire,Movie,1996.0,Sports,7.7
2572,R.I.P.D. 2: Rise of the Damned,Movie,2022.0,Action,7.7
2575,Spiderhead,Movie,2022.0,Science Fiction,7.7
2579,The Perfect Family,Movie,2011.0,Comedy,7.7
2582,Triple 9,Movie,2016.0,Crime,7.7
2591,The 2nd,Movie,2020.0,Action,7.6
2592,The Babysitter,Movie,2017.0,Horror,7.6
2597,Virupaksha,Movie,2023.0,Horror,7.6
2601,Closer,Movie,2004.0,Drama,7.6
2603,Ghosts of the Abyss,Movie,2003.0,Documentary,7.6
2605,In the Tall Grass,Movie,2019.0,Horror,7.6
2610,My Girl,Movie,1991.0,Comedy,7.6
2612,Pitch Black,Movie,2000.0,Science Fiction,7.6
2613,Pitch Perfect 2,Movie,2015.0,Musical,7.6
2614,Royalteen,Movie,2022.0,Drama,7.6
2619,Deliver Us from Evil,Movie,2014.0,Horror,7.5
2628,S.W.A.T.,Movie,2003.0,Action,7.5
2630,Spy Kids: All the Time in the World,Movie,2011.0,Adventure,7.5
2635,The Family That Preys,Movie,2008.0,Drama,7.5
2638,White House Down,Movie,2013.0,Action,7.5
2641,American Hustle,Movie,2013.0,Crime,7.4
2642,Back to the Future,Movie,1985.0,Science Fiction,7.4
2643,Below Zero,Movie,2021.0,Thriller,7.4
2644,Cargo,Movie,2019.0,Science Fiction,7.4
2646,Disconnect: The Wedding Planner,Movie,2023.0,Comedy,7.4
2649,White Snake 2: Green Snake,Movie,2021.0,Animation,7.4
2653,Inception,Movie,2010.0,Action,7.4
2656,Nobody Sleeps In The Woods Tonight,Movie,2020.0,Horror,7.4
2657,Octonauts: The Ring Of Fire,Movie,2021.0,Animation,7.4
2662,The Beast,Movie,2020.0,Crime,7.4
2663,The Boss Baby: Get That Baby!,Movie,2020.0,Animation,7.4
2664,The Constant Gardener,Movie,2005.0,Thriller,7.4
2667,American Murder: The Family Next Door,Movie,2020.0,Documentary,7.3
2672,Just Mercy,Movie,2019.0,Drama,7.3
2673,Kakegurui,Movie,2019.0,Drama,7.3
2674,Kuttey,Movie,2023.0,Action,7.3
2676,Love Hard,Movie,2021.0,Comedy,7.3
2682,P.S. I Love You,Movie,2007.0,Romance,7.3
2684,Riverdance: The Animated Adventure,Movie,2021.0,Animation,7.3
2685,Run Rabbit Run,Movie,2023.0,Horror,7.3
2686,Spectral,Movie,2016.0,Science Fiction,7.3
2687,The Clovehitch Killer,Movie,2018.0,Thriller,7.3
2688,El padrino: The Latin Godfather,Movie,2004.0,Thriller,7.3
2694,The Conjuring,Movie,2013.0,Horror,7.2
2696,The Imitation Game,Movie,2014.0,Thriller,7.2
2698,The Pirates: The Last Royal Treasure,Movie,2022.0,Action,7.2
2700,This Is the End,Movie,2013.0,Comedy,7.2
2705,Who's a Good Boy?,Movie,2022.0,Comedy,7.2
2707,American Made,Movie,2017.0,Crime,7.2
2708,Arctic,Movie,2018.0,Thriller,7.2
2709,Bruised,Movie,2021.0,Drama,7.2
2710,Capturing the Killer Nurse,Movie,2022.0,Documentary,7.2
2713,Fatal Affair,Movie,2020.0,Thriller,7.2
2716,Jackass 4.5,Movie,2022.0,Comedy,7.2
2720,Rich in Love,Movie,2020.0,Comedy,7.2
2725,Pulp Fiction,Movie,1994.0,Crime,7.1
2727,Scent of a Woman,Movie,1992.0,Drama,7.1
2730,Spanglish,Movie,2004.0,Comedy,7.1
2731,The Dirt,Movie,2019.0,Biography,7.1
2732,The Elephant Whisperers,Movie,2022.0,Documentary,7.1
2735,The Smurfs 2,Movie,2013.0,Animation,7.1
2737,This Little Love of Mine,Movie,2021.0,Romance,7.1
2739,Anna,Movie,2019.0,Action,7.1
2742,Barbie: Princess Adventure,Movie,2020.0,Animation,7.1
2748,Dasara,Movie,2023.0,Action,7.1
2749,Django Unchained,Movie,2012.0,Western,7.1
2750,Dune,Movie,2021.0,Science Fiction,7.1
2752,Gangubai Kathiawadi,Movie,2022.0,Drama,7.1
2755,Inside the Mind of a Cat,Movie,2022.0,Documentary,7.1
2759,The Last Thing He Wanted,Movie,2020.0,Drama,7.0
2760,The Mist,Movie,2007.0,Horror,7.0
2761,The Red Sea Diving Resort,Movie,2019.0,Thriller,7.0
2763,Valerian and the City of a Thousand Planets,Movie,2017.0,Science Fiction,7.0
2765,Wanted,Movie,2008.0,Superhero,7.0
2769,Bank of Dave,Movie,2023.0,Biography,7.0
2771,Dangerous Lies,Movie,2020.0,Thriller,7.0
2772,Dhamaka,Movie,2022.0,Action,7.0
2773,Fatale,Movie,2020.0,Thriller,7.0
2778,Masha and the Bear: Masha's Songs,Movie,2020.0,Animation,7.0
2783,Smokey and the Bandit,Movie,1977.0,Action,7.0
2785,Tenet,Movie,2020.0,Action,7.0
2787,The Amazing Spider-Man 2,Movie,2014.0,Superhero,7.0
2788,The Animal,Movie,2001.0,Comedy,7.0
2789,The Christmas Chronicles,Movie,2018.0,Comedy,7.0
2790,22-Jul,Movie,2018.0,Drama,6.9
2793,Dangerous,Movie,2021.0,Thriller,6.9
2795,Falling for Christmas,Movie,2022.0,Romance,6.9
2797,Inferno,Movie,2016.0,Adventure,6.9
2803,Oblivion,Movie,2013.0,Science Fiction,6.9
2804,Old People,Movie,2022.0,Horror,6.9
2806,The Bourne Identity,Movie,2002.0,Action,6.9
2807,The Children's Kingdom,Movie,2016.0,Family,6.9
2808,The Redeem Team,Movie,2022.0,Documentary,6.9
2813,HELL DOGS,Movie,2022.0,Crime,6.8
2814,Kantara,Movie,2022.0,Action,6.8
2817,Mosul,Movie,2020.0,War,6.8
2820,Safe,Movie,2012.0,Thriller,6.8
2823,Stutz,Movie,2022.0,Documentary,6.8
2824,The Curious Case of Benjamin Button,Movie,2008.0,Drama,6.8
2831,Aquaman,Movie,2018.0,Superhero,6.8
2838,Father of the Year,Movie,2018.0,Comedy,6.7
2840,Friends with Benefits,Movie,2011.0,Comedy,6.7
2841,Girl in the Picture,Movie,2022.0,Documentary,6.7
2842,Great White,Movie,2021.0,Horror,6.7
2846,Leanne Morgan: I'm Every Woman,Movie,2023.0,Stand-Up,6.7
2850,Luccas Neto em: Acampamento de Férias 4,Movie,2023.0,Comedy,6.7
2851,Naked,Movie,2017.0,Comedy,6.7
2852,Now You See Me 2,Movie,2016.0,Crime,6.7
2853,Seed of Chucky,Movie,2004.0,Horror,6.7
2858,The Mustang,Movie,2019.0,Drama,6.7
2860,The Outsider,Movie,2018.0,Crime,6.7
2862,The Substitute,Movie,2022.0,Drama,6.7
2863,Birds of Prey,Movie,2020.0,Superhero,6.7
2865,Blackout,Movie,2022.0,Action,6.7
2867,Uncut Gems,Movie,2019.0,Crime,6.7
2869,Vicky and Her Mystery,Movie,2021.0,Drama,6.7
2870,Yeh Jawaani Hai Deewani,Movie,2013.0,Comedy,6.7
2872,Zombieland: Double Tap,Movie,2019.0,Comedy,6.7
2873,Click,Movie,2006.0,Comedy,6.7
2877,"I, Tonya",Movie,2017.0,Biography,6.6
2879,Love Tactics,Movie,2022.0,Romance,6.6
2881,Mr. Bean's Holiday,Movie,2007.0,Comedy,6.6
2888,The Healer,Movie,2017.0,Drama,6.6
2890,Year One,Movie,2009.0,Comedy,6.6
2891,You've Got This,Movie,2020.0,Comedy,6.6
2892,American Pie Presents: The Naked Mile,Movie,2006.0,Comedy,6.6
2899,Unleashed,Movie,2005.0,Action,6.5
2903,Space Jam: A New Legacy,Movie,2021.0,Comedy,6.5
2904,Spider-Man: No Way Home,Movie,2021.0,Superhero,6.5
2905,A Jazzman's Blues,Movie,2022.0,Romance,6.5
2906,A Time to Kill,Movie,1996.0,Drama,6.5
2908,Bring It On: All or Nothing,Movie,2006.0,Comedy,6.5
2910,The Departed,Movie,2006.0,Crime,6.5
2914,The Intern,Movie,2015.0,Comedy,6.5
2915,The Judge,Movie,2014.0,Drama,6.5
2918,The Outpost,Movie,2019.0,War,6.5
2919,The Social Network,Movie,2010.0,Drama,6.5
2920,The Taking of Pelham 123,Movie,2009.0,Action,6.5
2924,Carandiru,Movie,2003.0,Drama,6.5
2926,Charlotte's Web,Movie,2006.0,Fantasy,6.5
2928,Coming to America,Movie,1988.0,Comedy,6.5
2931,Doctor G,Movie,2022.0,Drama,6.5
2935,Hypnotic,Movie,2023.0,Thriller,6.5
2937,It,Movie,2017.0,Horror,6.5
2938,Jurassic World Dominion,Movie,2022.0,Science Fiction,6.5
2943,Powder,Movie,2019.0,Comedy,6.5
2945,All Day and a Night,Movie,2020.0,Drama,6.4
2946,Bastille Day,Movie,2016.0,Action,6.4
2951,Double Dad,Movie,2021.0,Comedy,6.4
2952,Fear Street: 1978,Movie,2021.0,Horror,6.4
2953,Gabriel Iglesias: Stadium Fluffy Live From Los Angeles,Movie,2022.0,Stand-Up,6.4
2958,Resident Evil: Apocalypse,Movie,2004.0,Horror,6.4
2959,Sausage Party,Movie,2016.0,Animation,6.4
2962,The Shadow In My Eye,Movie,2021.0,War,6.4
2963,The Boy,Movie,2016.0,Horror,6.4
2964,The Craigslist Killer,Movie,2011.0,Thriller,6.4
2966,The Girl with All the Gifts,Movie,2016.0,Horror,6.4
2971,The Star,Movie,2017.0,Animation,6.4
2972,The Woman in the Window,Movie,2021.0,Thriller,6.4
2973,There's Someone Inside Your House,Movie,2021.0,Horror,6.4
2976,What Happened to Monday,Movie,2017.0,Science Fiction,6.4
2978,Men of Plastic,Movie,2022.0,Comedy,6.3
2980,Peppermint,Movie,2018.0,Action,6.3
2981,Point Blank,Movie,2019.0,Crime,6.3
2984,Rambo: Last Blood,Movie,2019.0,Action,6.3
2986,Rumble,Movie,2021.0,Animation,6.3
2987,Stand by Me,Movie,1986.0,Drama,6.3
2989,Terminator Genisys,Movie,2015.0,Science Fiction,6.3
2991,The Hunt,Movie,2020.0,Thriller,6.3
2992,Le Patient,Movie,2022.0,Drama,6.3
2994,The Purge: Election Year,Movie,2016.0,Horror,6.3
2997,Vaathi,Movie,2023.0,Comedy,6.3
3000,Along Came a Spider,Movie,2001.0,Thriller,6.3
3002,Barbie & Chelsea the Lost Birthday,Movie,2021.0,Animation,6.3
3003,Battle: Los Angeles,Movie,2011.0,Science Fiction,6.3
3004,Charlie and the Chocolate Factory,Movie,2005.0,Fantasy,6.3
3007,Furioza,Movie,2021.0,Drama,6.3
3010,Holidate,Movie,2020.0,Comedy,6.3
3011,I Used to Be Famous,Movie,2022.0,Comedy,6.3
3017,Lucy,Movie,2014.0,Action,6.3
3018,Death Note,Movie,2017.0,Thriller,6.2
3021,Focus,Movie,2015.0,Crime,6.2
3025,Instructions Not Included,Movie,2013.0,Drama,6.2
3026,Joker,Movie,2019.0,Superhero,6.2
3030,Never Back Down 2: The Beatdown,Movie,2011.0,Action,6.2
3031,Ouija: Origin of Evil,Movie,2016.0,Horror,6.2
3032,Partners in Crime,Movie,2022.0,Comedy,6.2
3034,Seal Team,Movie,2021.0,Animation,6.2
3035,Seventh Son,Movie,2014.0,Fantasy,6.2
3037,Skyfall,Movie,2012.0,Action,6.2
3038,Sniper: Legacy,Movie,2014.0,Action,6.2
3039,Tara vs Bilal,Movie,2022.0,Comedy,6.2
3040,The Bourne Supremacy,Movie,2004.0,Action,6.2
3043,The Water Man,Movie,2021.0,Adventure,6.2
3046,A Babysitter's Guide to Monster Hunting,Movie,2020.0,Adventure,6.2
3047,To the Bone,Movie,2017.0,Drama,6.2
3048,A Quiet Place,Movie,2018.0,Horror,6.2
